"zcta5","state","cd114","stab","zipname","pop10","afact"
"ZIP Census Tabulation Area","FIPS state","cd114","State Postal Code","zipname","Total Pop, 2010 census","zcta5 to cd114 alloc factor"
"23909","51","05","VA","Farmville, VA",2027,1 
"23915","51","05","VA","Baskerville, VA",1220,1 
"23917","51","05","VA","Boydton, VA",3684,1 
"23919","51","05","VA","Bracey, VA",2666,1 
"23920","51","05","VA","Brodnax, VA",3489,1 
"23921","51","05","VA","Buckingham, VA",1991,1 
"23922","51","04","VA","Burkeville, VA",3250,0.859 
"23922","51","05","VA","Burkeville, VA",535,0.141 
"23923","51","05","VA","Charlotte Court House, VA",2592,1 
"23924","51","05","VA","Chase City, VA",6232,1 
"23927","51","05","VA","Clarksville, VA",4381,1 
"23930","51","04","VA","Crewe, VA",5690,1 
"23934","51","05","VA","Cullen, VA",681,1 
"23936","51","05","VA","Dillwyn, VA",8212,1 
"23937","51","05","VA","Drakes Branch, VA",1970,1 
"23938","51","05","VA","Dundas, VA",407,1 
"23942","51","05","VA","Green Bay, VA",1112,1 
"23943","51","05","VA","Hampden-Sydney, VA",225,1 
"23944","51","05","VA","Kenbridge, VA",4261,1 
"23947","51","05","VA","Keysville, VA",4293,1 
"23950","51","05","VA","La Crosse, VA",3348,1 
"23952","51","05","VA","Lunenburg, VA",217,1 
"23954","51","05","VA","Meherrin, VA",2017,1 
"23958","51","05","VA","Pamplin, VA",3170,1 
"23959","51","05","VA","Phenix, VA",1264,1 
"23960","51","05","VA","Prospect, VA",1990,1 
"23962","51","05","VA","Randolph, VA",670,1 
"23963","51","05","VA","Red House, VA",587,1 
"23964","51","05","VA","Red Oak, VA",1138,1 
"23966","51","04","VA","Rice, VA",178,0.076 
"23966","51","05","VA","Rice, VA",2159,0.924 
"23967","51","05","VA","Saxe, VA",1118,1 
"23968","51","05","VA","Skipwith, VA",837,1 
"23970","51","05","VA","South Hill, VA",8254,1 
"23974","51","05","VA","Victoria, VA",5012,1 
"23976","51","05","VA","Wylliesburg, VA",230,1 
"24011","51","06","VA","Roanoke, VA",219,1 
"24012","51","06","VA","Roanoke, VA",29015,1 
"24013","51","06","VA","Roanoke, VA",8684,1 
"24014","51","06","VA","Roanoke, VA",16570,1 
"24015","51","06","VA","Roanoke, VA",15255,1 
"24016","51","06","VA","Roanoke, VA",9047,1 
"24017","51","06","VA","Roanoke, VA",23392,1 
"24018","51","06","VA","Cave Spring, VA",36432,1 
"24019","51","06","VA","Hollins, VA",18258,0.689 
"24019","51","09","VA","Hollins, VA",8244,0.311 
"24020","51","06","VA","Hollins, VA",455,1 
"24053","51","09","VA","Ararat, VA",2715,1 
"24054","51","05","VA","Axton, VA",6797,1 
"24055","51","05","VA","Bassett, VA",576,0.042 
"24055","51","09","VA","Bassett, VA",13098,0.958 
"24058","51","09","VA","Belspring, VA",324,1 
"24059","51","05","VA","Bent Mountain, VA",32,0.037 
"24059","51","09","VA","Bent Mountain, VA",840,0.963 
"24060","51","09","VA","Blacksburg, VA",53311,1 
"24064","51","05","VA","Blue Ridge, VA",508,0.102 
"24064","51","06","VA","Blue Ridge, VA",4455,0.898 
"24065","51","05","VA","Boones Mill, VA",5057,0.823 
"24065","51","06","VA","Boones Mill, VA",1084,0.177 
"24066","51","06","VA","Buchanan, VA",4883,1 
"24067","51","05","VA","Callaway, VA",2230,1 
"24069","51","05","VA","Cascade, VA",1879,1 
"24070","51","09","VA","Catawba, VA",1363,1 
"24072","51","09","VA","Check, VA",1298,1 
"24073","51","09","VA","Christiansburg, VA",29793,1 
"24076","51","09","VA","Claudville, VA",972,1 
"24077","51","06","VA","Cloverdale, VA",932,1 
"24078","51","09","VA","Collinsville, VA",7115,1 
"24079","51","05","VA","Copper Hill, VA",2,0.001 
"24079","51","09","VA","Copper Hill, VA",1764,0.999 
"24082","51","09","VA","Critz, VA",419,1 
"24083","51","06","VA","Daleville, VA",2587,1 
"24084","51","09","VA","Dublin, VA",11304,1 
"24085","51","06","VA","Eagle Rock, VA",2171,0.995 
"24085","51","09","VA","Eagle Rock, VA",11,0.005 
"24086","51","09","VA","Eggleston, VA",210,1 
"24087","51","09","VA","Elliston, VA",3914,1 
"24088","51","05","VA","Ferrum, VA",5238,0.969 
"24088","51","09","VA","Ferrum, VA",170,0.031 
"24089","51","09","VA","Fieldale, VA",2640,1 
"24090","51","06","VA","Fincastle, VA",4781,1 
"24091","51","05","VA","Floyd, VA",35,0.005 
"24091","51","09","VA","Floyd, VA",7180,0.995 
"24092","51","05","VA","Glade Hill, VA",3063,1 
"24093","51","09","VA","Glen Lyn, VA",192,1 
"24095","51","05","VA","Goodview, VA",4677,1 
"24101","51","05","VA","Hardy, VA",6132,1 
"24102","51","05","VA","Henry, VA",1585,0.934 
"24102","51","09","VA","Henry, VA",112,0.066 
"24104","51","05","VA","Huddleston, VA",3469,1 
"24105","51","09","VA","Indian Valley, VA",500,1 
"24112","51","05","VA","Martinsville, VA",7411,0.227 
"24112","51","09","VA","Martinsville, VA",25235,0.773 
"24120","51","09","VA","Meadows Of Dan, VA",1860,1 
"24121","51","05","VA","Moneta, VA",10501,1 
"24122","51","05","VA","Montvale, VA",72,0.043 
"24122","51","06","VA","Montvale, VA",1611,0.957 
"24124","51","09","VA","Narrows, VA",4352,1 
"24127","51","09","VA","New Castle, VA",4261,1 
"24128","51","09","VA","Newport, VA",1872,1 
"24130","51","06","VA","Oriskany, VA",8,1 
"24131","51","09","VA","Paint Bank, VA",140,1 
"24132","51","09","VA","Parrott, VA",460,1 
"24133","51","09","VA","Patrick Springs, VA",2626,1 
"24134","51","09","VA","Pearisburg, VA",5741,1 
"24136","51","09","VA","Pembroke, VA",3393,1 
"24137","51","05","VA","Penhook, VA",2582,1 
"24138","51","09","VA","Pilot, VA",1613,1 
"24139","51","05","VA","Pittsville, VA",575,1 
"24141","51","09","VA","Radford, VA",20668,1 
"24142","51","09","VA","Radford, VA",2470,1 
"24147","51","09","VA","Rich Creek, VA",1201,1 
"24148","51","05","VA","Ridgeway, VA",3371,0.421 
"24148","51","09","VA","Ridgeway, VA",4642,0.579 
"24149","51","09","VA","Riner, VA",3339,1 
"24150","51","09","VA","Ripplemead, VA",693,1 
"24151","51","05","VA","Rocky Mount, VA",20000,1 
"24153","51","06","VA","Salem, VA",85,0.002 
"24153","51","09","VA","Salem, VA",37676,0.998 
"24161","51","05","VA","Sandy Level, VA",471,1 
"24162","51","09","VA","Shawsville, VA",2421,1 
"24165","51","09","VA","Spencer, VA",1613,1 
"24167","51","09","VA","Staffordsville, VA",345,1 
"24168","51","09","VA","Stanleytown, VA",187,1 
"24171","51","09","VA","Stuart, VA",8250,1 
"24174","51","05","VA","Thaxton, VA",2539,1 
"24175","51","06","VA","Troutville, VA",8774,0.995 
"24175","51","09","VA","Troutville, VA",44,0.005 
"24176","51","05","VA","Union Hall, VA",1360,1 
"24179","51","05","VA","Vinton, VA",5552,0.298 
"24179","51","06","VA","Vinton, VA",13064,0.702 
"24184","51","05","VA","Wirtz, VA",4705,1 
"24185","51","09","VA","Woolwine, VA",854,1 
"24201","51","09","VA","Bristol, VA",17116,1 
"24202","51","09","VA","Bristol, VA",12905,1 
"24210","51","09","VA","Abingdon, VA",16840,1 
"24211","51","09","VA","Abingdon, VA",9922,1 
"24216","51","09","VA","Appalachia, VA",2939,1 
"24217","51","09","VA","Bee, VA",406,1 
"24219","51","09","VA","Big Stone Gap, VA",11265,1 
"24220","51","09","VA","Birchleaf, VA",895,1 
"24221","51","09","VA","Blackwater, VA",938,1 
"24224","51","09","VA","Castlewood, VA",6734,1 
"24225","51","09","VA","Cleveland, VA",1697,1 
"24226","51","09","VA","Clinchco, VA",1433,1 
"24228","51","09","VA","Clintwood, VA",7016,1 
"24230","51","09","VA","Coeburn, VA",9597,1 
"24236","51","09","VA","Damascus, VA",3085,1 
"24237","51","09","VA","Dante, VA",1192,1 
"24239","51","09","VA","Davenport, VA",113,1 
"24243","51","09","VA","Dryden, VA",2222,1 
"24244","51","09","VA","Duffield, VA",5723,1 
"24245","51","09","VA","Dungannon, VA",1129,1 
"24246","51","09","VA","East Stone Gap, VA (PO Boxes)",455,1 
"24248","51","09","VA","Ewing, VA",2596,1 
"24250","51","09","VA","Fort Blackmore, VA",1319,1 
"24251","51","09","VA","Gate City, VA",8773,1 
"24256","51","09","VA","Haysi, VA",3491,1 
"24258","51","09","VA","Hiltons, VA",1624,1 
"24260","51","09","VA","Honaker, VA",5734,1 
"24263","51","09","VA","Jonesville, VA",7950,1 
"24265","51","09","VA","Keokee, VA",930,1 
"24266","51","09","VA","Lebanon, VA",9521,1 
"24269","51","09","VA","Mc Clure, VA",324,1 
"24270","51","09","VA","Mendota, VA",582,1 
"24271","51","09","VA","Nickelsville, VA",2689,1 
"24272","51","09","VA","Nora, VA",527,1 
"24273","51","09","VA","Norton, VA",6262,1 
"24277","51","09","VA","Pennington Gap, VA",5849,1 
"24279","51","09","VA","Pound, VA",5541,1 
"24280","51","09","VA","Rosedale, VA",823,1 
"24281","51","09","VA","Rose Hill, VA",2487,1 
"24282","51","09","VA","Saint Charles, VA",727,1 
"24283","51","09","VA","Saint Paul, VA",2171,1 
"24290","51","09","VA","Weber City, VA",1874,1 
"24292","51","09","VA","Whitetop, VA",535,1 
"24293","51","09","VA","Wise, VA",10791,1 
"24301","51","09","VA","Pulaski, VA",14366,1 
"24311","51","09","VA","Atkins, VA",1977,1 
"24312","51","09","VA","Austinville, VA",2401,1 
"24313","51","09","VA","Barren Springs, VA",884,1 
"24314","51","09","VA","Bastian, VA",1560,1 
"24315","51","09","VA","Bland, VA",3774,1 
"24316","51","09","VA","Broadford, VA",50,1 
"24317","51","09","VA","Cana, VA",3858,1 
"24318","51","09","VA","Ceres, VA",639,1 
"24319","51","09","VA","Chilhowie, VA",6979,1 
"24322","51","09","VA","Cripple Creek, VA",174,1 
"24323","51","09","VA","Crockett, VA",644,1 
"24324","51","09","VA","Draper, VA",2013,1 
"24325","51","09","VA","Dugspur, VA",1039,1 
"24326","51","09","VA","Elk Creek, VA",1058,1 
"24328","51","09","VA","Fancy Gap, VA",1726,1 
"24330","51","09","VA","Fries, VA",3401,1 
"24333","51","09","VA","Galax, VA",17996,1 
"24340","51","09","VA","Glade Spring, VA",5657,1 
"24343","51","09","VA","Hillsville, VA",9267,1 
"24347","51","09","VA","Hiwassee, VA",1931,1 
"24348","51","09","VA","Independence, VA",3958,1 
"24350","51","09","VA","Ivanhoe, VA",1261,1 
"24351","51","09","VA","Lambsburg, VA",668,1 
"24352","51","09","VA","Laurel Fork, VA",890,1 
"24354","51","09","VA","Marion, VA",15315,1 
"24360","51","09","VA","Max Meadows, VA",6169,1 
"24361","51","09","VA","Meadowview, VA",5431,1 
"24363","51","09","VA","Mouth Of Wilson, VA",1365,1 
"24366","51","09","VA","Rocky Gap, VA",781,1 
"24368","51","09","VA","Rural Retreat, VA",4953,1 
"24370","51","09","VA","Saltville, VA",6572,1 
"24374","51","09","VA","Speedwell, VA",787,1 
"24375","51","09","VA","Sugar Grove, VA",1611,1 
"24377","51","09","VA","Tannersville, VA",348,1 
"24378","51","09","VA","Troutdale, VA",1229,1 
"24380","51","09","VA","Willis, VA",2639,1 
"24381","51","09","VA","Woodlawn, VA",3816,1 
"24382","51","09","VA","Wytheville, VA",14366,1 
"24401","51","06","VA","Staunton, VA",35499,1 
"24411","51","06","VA","Augusta Springs, VA",112,1 
"24412","51","06","VA","Bacova, VA (PO Boxes)",131,1 
"24413","51","06","VA","Blue Grass, VA",178,1 
"24415","51","06","VA","Brownsburg, VA (PO Boxes)",41,1 
"24416","51","06","VA","Buena Vista, VA",8807,1 
"24421","51","06","VA","Churchville, VA",3868,1 
"24422","51","06","VA","Clifton Forge, VA",219,0.035 
"24422","51","09","VA","Clifton Forge, VA",6096,0.965 
"24426","51","09","VA","Covington, VA",14329,1 
"24430","51","06","VA","Craigsville, VA",2643,1 
"24431","51","06","VA","Crimora, VA",2656,1 
"24432","51","06","VA","Deerfield, VA",336,1 
"24433","51","06","VA","Doe Hill, VA",99,1 
"24435","51","06","VA","Fairfield, VA",1925,1 
"24437","51","06","VA","Fort Defiance, VA",904,1 
"24439","51","06","VA","Goshen, VA",1253,1 
"24440","51","06","VA","Greenville, VA",2916,1 
"24441","51","06","VA","Grottoes, VA",6140,1 
"24442","51","06","VA","Head Waters, VA",120,1 
"24445","51","06","VA","Hot Springs, VA",2088,0.781 
"24445","51","09","VA","Hot Springs, VA",585,0.219 
"24448","51","09","VA","Iron Gate, VA",376,1 
"24450","51","06","VA","Lexington, VA",16741,1 
"24457","51","09","VA","Low Moor, VA",270,1 
"24458","51","06","VA","Mc Dowell, VA",442,1 
"24459","51","06","VA","Middlebrook, VA",818,1 
"24460","51","06","VA","Millboro, VA",1530,1 
"24464","51","05","VA","Montebello, VA",213,1 
"24465","51","06","VA","Monterey, VA",1382,1 
"24467","51","06","VA","Mount Sidney, VA",2212,1 
"24471","51","06","VA","Port Republic, VA",1355,1 
"24472","51","06","VA","Raphine, VA",2271,1 
"24473","51","06","VA","Rockbridge Baths, VA",922,1 
"24474","51","09","VA","Selma, VA",544,1 
"24476","51","06","VA","Steeles Tavern, VA (PO Boxes)",280,1 
"24477","51","06","VA","Stuarts Draft, VA",10573,1 
"24479","51","06","VA","Swoope, VA",1537,1 
"24482","51","06","VA","Verona, VA",4872,1 
"24483","51","06","VA","Vesuvius, VA",587,1 
"24484","51","06","VA","Warm Springs, VA",741,1 
"24485","51","06","VA","West Augusta, VA",389,1 
"24486","51","06","VA","Weyers Cave, VA",3490,1 
"24487","51","06","VA","Williamsville, VA",320,1 
"24501","51","05","VA","Lynchburg, VA",4692,0.175 
"24501","51","06","VA","Lynchburg, VA",22065,0.825 
"24502","51","05","VA","Lynchburg, VA",10981,0.253 
"24502","51","06","VA","Lynchburg, VA",32445,0.747 
"24503","51","06","VA","Lynchburg, VA",19331,1 
"24504","51","05","VA","Lynchburg, VA",2715,0.278 
"24504","51","06","VA","Lynchburg, VA",7062,0.722 
"24517","51","05","VA","Altavista, VA",5693,1 
"24520","51","05","VA","Alton, VA",2450,1 
"24521","51","05","VA","Amherst, VA",237,0.022 
"24521","51","06","VA","Amherst, VA",10339,0.978 
"24522","51","05","VA","Appomattox, VA",9213,1 
"24523","51","05","VA","Bedford, VA",17133,0.904 
"24523","51","06","VA","Bedford, VA",1819,0.096 
"24526","51","06","VA","Big Island, VA",1593,1 
"24527","51","05","VA","Blairs, VA",3027,1 
"24528","51","05","VA","Brookneal, VA",3200,1 
"24529","51","05","VA","Buffalo Junction, VA",1724,1 
"24530","51","05","VA","Callands, VA",1088,1 
"24531","51","05","VA","Chatham, VA",9203,1 
"24534","51","05","VA","Clover, VA",1740,1 
"24536","51","06","VA","Coleman Falls, VA",194,1 
"24538","51","05","VA","Concord, VA",4742,1 
"24539","51","05","VA","Crystal Hill, VA",134,1 
"24540","51","05","VA","Danville, VA",32170,1 
"24541","51","05","VA","Danville, VA",28221,1 
"24549","51","05","VA","Dry Fork, VA",4292,1 
"24550","51","05","VA","Evington, VA",7062,0.973 
"24550","51","06","VA","Evington, VA",196,0.027 
"24551","51","05","VA","Forest, VA",3914,0.189 
"24551","51","06","VA","Forest, VA",16753,0.811 
"24553","51","05","VA","Gladstone, VA",1412,0.742 
"24553","51","06","VA","Gladstone, VA",490,0.258 
"24554","51","05","VA","Gladys, VA",3995,1 
"24555","51","06","VA","Glasgow, VA",2140,1 
"24556","51","05","VA","Goode, VA",1791,0.587 
"24556","51","06","VA","Goode, VA",1262,0.413 
"24557","51","05","VA","Gretna, VA",7977,1 
"24558","51","05","VA","Halifax, VA",6347,1 
"24562","51","05","VA","Howardsville, VA",426,1 
"24563","51","05","VA","Hurt, VA",5489,1 
"24565","51","05","VA","Java, VA",1026,1 
"24566","51","05","VA","Keeling, VA",1402,1 
"24569","51","05","VA","Long Island, VA",1064,1 
"24570","51","05","VA","Lowry, VA",20,1 
"24571","51","05","VA","Lynch Station, VA",1979,1 
"24572","51","06","VA","Madison Heights, VA",16395,1 
"24574","51","06","VA","Monroe, VA",3977,1 
"24577","51","05","VA","Nathalie, VA",5239,1 
"24578","51","06","VA","Natural Bridge, VA",1056,1 
"24579","51","06","VA","Natural Bridge Station, VA",1389,1 
"24580","51","05","VA","Nelson, VA",613,1 
"24581","51","05","VA","Norwood, VA",23,1 
"24586","51","05","VA","Ringgold, VA",5562,1 
"24588","51","05","VA","Rustburg, VA",9647,1 
"24589","51","05","VA","Scottsburg, VA",2271,1 
"24590","51","05","VA","Scottsville, VA",8074,1 
"24592","51","05","VA","South Boston, VA",13934,1 
"24593","51","05","VA","Spout Spring, VA",1963,1 
"24594","51","05","VA","Sutherlin, VA",1651,1 
"24595","51","06","VA","Sweet Briar, VA (PO Boxes)",679,1 
"24597","51","05","VA","Vernon Hill, VA",1257,1 
"24598","51","05","VA","Virgilina, VA",1984,1 
"24599","51","05","VA","Wingina, VA",606,1 
"24601","51","09","VA","Amonate, VA (PO Boxes)",77,1 
"24602","51","09","VA","Bandy, VA",962,1 
"24603","51","09","VA","Big Rock, VA",978,1 
"24604","51","09","VA","Bishop, VA (PO Boxes)",262,0.766 
"24604","54","03","WV","Bishop, VA (PO Boxes)",80,0.234 
"24605","51","09","VA","Bluefield, VA",9301,1 
"24606","51","09","VA","Boissevain, VA (PO Boxes)",170,1 
"24607","51","09","VA","Breaks, VA (PO Boxes)",462,1 
"24609","51","09","VA","Cedar Bluff, VA",7630,1 
"24612","51","09","VA","Doran, VA (PO Boxes)",229,1 
"24613","51","09","VA","Falls Mills, VA",911,1 
"24614","51","09","VA","Grundy, VA",8061,1 
"24620","51","09","VA","Hurley, VA",2774,1 
"24622","51","09","VA","Jewell Ridge, VA",1028,1 
"24628","51","09","VA","Maxie, VA",295,1 
"24630","51","09","VA","North Tazewell, VA",6774,1 
"24631","51","09","VA","Oakwood, VA",2843,1 
"24634","51","09","VA","Pilgrims Knob, VA",574,1 
"24635","51","09","VA","Pocahontas, VA (PO Boxes)",1650,1 
"24637","51","09","VA","Pounding Mill, VA",3410,1 
"24639","51","09","VA","Raven, VA",3533,1 
"24641","51","09","VA","Richlands, VA",5953,1 
"24646","51","09","VA","Rowe, VA",750,1 
"24649","51","09","VA","Swords Creek, VA",2760,1 
"24651","51","09","VA","Tazewell, VA",6314,1 
"24656","51","09","VA","Vansant, VA",3404,1 
"24657","51","09","VA","Whitewood, VA",321,1 
"24701","54","03","WV","Bluefield, WV",20786,1 
"24712","54","03","WV","Athens, WV",2063,1 
"24714","54","03","WV","Beeson, WV",257,1 
"24715","54","03","WV","Bramwell, WV",594,1 
"24716","54","03","WV","Bud, WV",508,1 
"24719","54","03","WV","Covel, WV",223,1 
"24724","54","03","WV","Bramwell, WV",66,1 
"24726","54","03","WV","Herndon, WV",566,1 
"24729","54","03","WV","Hiawatha, WV (PO Boxes)",149,1 
"24731","54","03","WV","Kegley, WV",255,1 
"24733","54","03","WV","Lashmeet, WV",853,1 
"24736","54","03","WV","Matoaka, WV",902,1 
"24737","54","03","WV","Montcalm, WV",243,1 
"24738","54","03","WV","Nemours, WV (PO Boxes)",308,1 
"24740","54","03","WV","Princeton, WV",30435,1 
"24747","54","03","WV","Rock, WV",3006,1 
"24801","54","03","WV","Welch, WV",3858,1 
"24808","54","03","WV","Anawalt, WV",675,1 
"24811","54","03","WV","Avondale, WV (PO Boxes)",599,1 
"24813","54","03","WV","Bartley, WV (PO Boxes)",511,1 
"24815","54","03","WV","Berwind, WV",559,1 
"24816","54","03","WV","Big Sandy, WV",151,1 
"24817","54","03","WV","Bradshaw, WV (PO Boxes)",954,1 
"24818","54","03","WV","Brenton, WV",1409,1 
"24822","54","03","WV","Clear Fork, WV",955,1 
"24823","54","03","WV","Coal Mountain, WV",383,1 
"24826","54","03","WV","Cucumber, WV",150,1 
"24827","54","03","WV","Cyclone, WV",1501,1 
"24828","54","03","WV","Davy, WV",927,1 
"24830","54","03","WV","Gary, WV",139,1 
"24831","54","03","WV","Elkhorn, WV (PO Boxes)",250,1 
"24834","54","03","WV","Fanrock, WV (PO Boxes)",412,1 
"24836","54","03","WV","Gary, WV",800,1 
"24839","54","03","WV","Hanover, WV",1523,1 
"24843","54","03","WV","Hensley, WV (PO Boxes)",158,1 
"24844","54","03","WV","Iaeger, WV",1810,1 
"24845","54","03","WV","Ikes Fork, WV (PO Boxes)",282,1 
"24846","54","03","WV","Isaban, WV (PO Boxes)",244,1 
"24847","54","03","WV","Itmann, WV",293,1 
"24848","54","03","WV","Jenkinjones, WV (PO Boxes)",262,1 
"24849","54","03","WV","Jesse, WV (PO Boxes)",337,1 
"24850","54","03","WV","Jolo, WV",1093,1 
"24851","54","03","WV","Justice, WV",419,1 
"24853","54","03","WV","Kimball, WV (PO Boxes)",793,1 
"24854","54","03","WV","Kopperston, WV",550,1 
"24857","54","03","WV","Lynco, WV (PO Boxes)",984,1 
"24860","54","03","WV","Matheny, WV",552,1 
"24861","54","03","WV","Maybeury, WV",307,1 
"24862","54","03","WV","Mohawk, WV",651,1 
"24866","54","03","WV","Newhall, WV (PO Boxes)",240,1 
"24867","54","03","WV","New Richmond, WV",409,1 
"24868","54","03","WV","Northfork, WV",1686,1 
"24869","54","03","WV","North Spring, WV",351,1 
"24870","54","03","WV","Oceana, WV",2874,1 
"24871","54","03","WV","Pageton, WV",309,1 
"24872","54","03","WV","Panther, WV (PO Boxes)",783,1 
"24873","54","03","WV","Paynesville, WV",600,1 
"24874","54","03","WV","Pineville, WV",2729,1 
